,Sample_ID_LZ,LZ_Lane,Sample_ID_JZ,JZ_Lane,TubeID,Mom,Strain,O2,Sex,Group,Sex_Group,LZ_Seq_Name,Placenta,Fetus,LS,C,Stage,Viable,FoodCon,F.Mass_GD1,F.Mass_GD18.5,F.Mass_Gain,Start_AvgLean,Hb,Lung,Lung_drymass,RV,LV_Sep,Lung_H20,HctAv,Gluc,resid_FoodCon,resid_F.Mass_GD1,resid_F.Mass_GD18.5,resid_F.Mass_Gain,resid_Lung,resid_Lung_drymass,resid_RV,resid_LV_Sep,resid_Lung_H20,scaled_FoodCon,scaled_F.Mass_GD1,scaled_F.Mass_GD18.5,scaled_F.Mass_Gain,scaled_Start_AvgLean,scaled_Hb,scaled_Lung,scaled_Lung_drymass,scaled_RV,scaled_LV_Sep,scaled_Lung_H20,scaled_HctAv,scaled_Gluc
50,LZ025,L001,JZ025,L004,25,ME16,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ025_S47_L001_fastp_pman_Halign_liberal.bam,0.1053,0.3427,4,N,23,Y,45.56,21.38,24.64,3.26,16.88,13.8,0.1552,0.0337,0.0172,0.0712,0.1215,49.72765139,152,-17.44170841,-0.050010077,-2.642422762,-2.592412686,-0.0128297,-0.001892311,-0.006991019,-0.001297196,-0.003986126,-1.47645242,-1.635000155,-2.138946196,-1.789559245,-1.924235861,-0.113458055,-1.690755367,-1.586594684,-1.449511437,-1.346124416,-1.703095737,-0.082571138,0.185267594
51,LZ026,L001,JZ026,L004,26,ME16,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ026_S24_L001_fastp_pman_Halign_liberal.bam,0.1174,0.3485,4,N,23,Y,45.56,21.38,24.64,3.26,16.88,13.8,0.1552,0.0337,0.0172,0.0712,0.1215,49.72765139,152,-17.44170841,-0.050010077,-2.642422762,-2.592412686,-0.0128297,-0.001892311,-0.006991019,-0.001297196,-0.003986126,-1.47645242,-1.635000155,-2.138946196,-1.789559245,-1.924235861,-0.113458055,-1.690755367,-1.586594684,-1.449511437,-1.346124416,-1.703095737,-0.082571138,0.185267594
52,LZ030,L001,JZ030,L003,30,ME23,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ030_S25_L001_fastp_pman_Halign_liberal.bam,0.1163,0.5505,10,L,23,Y,99.57,25.1,38.51,13.41,20.36,13.1,0.1888,0.0415,0.0297,0.1012,0.1473,45.20630237,171,28.25449418,-0.705613021,5.155628758,5.861241779,-0.009249975,-0.001104536,0.003069794,0.01017987,-0.004389409,1.539080552,-0.364712225,1.079689282,2.311349784,-0.147194215,-0.614419007,-0.437697161,-0.281907155,0.428343534,0.533982504,-0.477478572,-1.071612614,0.796807662
53,LZ032,L001,JZ032,L004,32,ME23,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ032_S41_L001_fastp_pman_Halign_liberal.bam,0.1116,0.4647,10,L,23,Y,99.57,25.1,38.51,13.41,20.36,13.1,0.1888,0.0415,0.0297,0.1012,0.1473,45.20630237,171,28.25449418,-0.705613021,5.155628758,5.861241779,-0.009249975,-0.001104536,0.003069794,0.01017987,-0.004389409,1.539080552,-0.364712225,1.079689282,2.311349784,-0.147194215,-0.614419007,-0.437697161,-0.281907155,0.428343534,0.533982504,-0.477478572,-1.071612614,0.796807662
1,LZ039,L001,JZ039,L002,39,BW2,BW,1N,F,BW1N,BW1N_F,RNA201216ZC_LZ039_S26_L001_fastp_pman_Halign_liberal.bam,0.1211,0.3179,6,N,23,Y,NA,21.14,21.23,0.09,17.43,11.7,0.145,0.0303,0.0299,0.1143,0.1147,42.4008056,226,NA,0.296335366,-4.711533511,-5.007868878,-0.004035805,-9.07E-05,0.00249742,0.011871128,-0.003033347,NA,0.050420651,-1.926580414,-2.479606382,-0.151478814,-0.646690321,-0.23396879,-0.049698366,0.383977853,0.188533547,-0.247339712,-0.811774485,1.105694389
2,LZ040,L001,JZ040,L002,40,BW2,BW,1N,F,BW1N,BW1N_F,RNA201216ZC_LZ040_S1_L001_fastp_pman_Halign_liberal.bam,0.1278,0.3198,6,N,23,Y,NA,21.14,21.23,0.09,17.43,11.7,0.145,0.0303,0.0299,0.1143,0.1147,42.4008056,226,NA,0.296335366,-4.711533511,-5.007868878,-0.004035805,-9.07E-05,0.00249742,0.011871128,-0.003033347,NA,0.050420651,-1.926580414,-2.479606382,-0.151478814,-0.646690321,-0.23396879,-0.049698366,0.383977853,0.188533547,-0.247339712,-0.811774485,1.105694389
3,LZ041,L001,JZ041,L002,41,BW2,BW,1N,F,BW1N,BW1N_F,RNA201216ZC_LZ041_S27_L001_fastp_pman_Halign_liberal.bam,0.134,0.3266,6,N,23,Y,NA,21.14,21.23,0.09,17.43,11.7,0.145,0.0303,0.0299,0.1143,0.1147,42.4008056,226,NA,0.296335366,-4.711533511,-5.007868878,-0.004035805,-9.07E-05,0.00249742,0.011871128,-0.003033347,NA,0.050420651,-1.926580414,-2.479606382,-0.151478814,-0.646690321,-0.23396879,-0.049698366,0.383977853,0.188533547,-0.247339712,-0.811774485,1.105694389
4,LZ047,L001,JZ047,L004,47,BW16,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ047_S9_L001_fastp_pman_Halign_liberal.bam,0.1387,0.2165,7,N,23,Y,57.33,22.86,27.98,5.12,18.56666667,10.8,0.1393,0.0284,0.0309,0.0704,0.1109,42.71269643,209,-9.361903152,0.633535552,0.481664593,-0.151870959,-0.01380825,-0.002899167,0.003183056,-0.000376188,-0.000753463,-0.925478565,1.180368801,0.69593893,-0.002708338,0.802432093,-1.262585866,-0.518778636,-0.458881576,0.540863594,-0.3012799,-0.496529007,-0.734491027,0.628011934
5,LZ048,L001,JZ048,L003,48,BW16,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ048_S34_L001_fastp_pman_Halign_liberal.bam,0.1351,0.3413,7,N,23,Y,57.33,22.86,27.98,5.12,18.56666667,10.8,0.1393,0.0284,0.0309,0.0704,0.1109,42.71269643,209,-9.361903152,0.633535552,0.481664593,-0.151870959,-0.01380825,-0.002899167,0.003183056,-0.000376188,-0.000753463,-0.925478565,1.180368801,0.69593893,-0.002708338,0.802432093,-1.262585866,-0.518778636,-0.458881576,0.540863594,-0.3012799,-0.496529007,-0.734491027,0.628011934
6,LZ049,L001,JZ049,L003,49,BW16,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ049_S10_L001_fastp_pman_Halign_liberal.bam,0.1083,0.2501,7,N,23,Y,57.33,22.86,27.98,5.12,18.56666667,10.8,0.1393,0.0284,0.0309,0.0704,0.1109,42.71269643,209,-9.361903152,0.633535552,0.481664593,-0.151870959,-0.01380825,-0.002899167,0.003183056,-0.000376188,-0.000753463,-0.925478565,1.180368801,0.69593893,-0.002708338,0.802432093,-1.262585866,-0.518778636,-0.458881576,0.540863594,-0.3012799,-0.496529007,-0.734491027,0.628011934
7,LZ051,L001,JZ051,L004,51,BW3,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ051_S35_L001_fastp_pman_Halign_liberal.bam,0.1278,0.2846,3,N,23,Y,65.98,21.49,27.25,5.76,17.43666667,13,0.1585,0.0328,0.0224,0.0795,0.1257,46.49452314,106,0.795802449,0.638225099,1.299335681,0.661110582,0.009440309,0.002404015,-0.005004423,-0.022743226,-3.32E-05,0.065988652,0.280351961,0.412318319,0.3124437,-0.145884026,0.242936576,0.440580845,0.488700596,-0.79266521,-0.199746816,0.473997721,0.202608173,-2.266181766
8,LZ052,L001,JZ052,L004,52,BW3,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ052_S45_L001_fastp_pman_Halign_liberal.bam,0.1696,0.3211,3,N,23,Y,65.98,21.49,27.25,5.76,17.43666667,13,0.1585,0.0328,0.0224,0.0795,0.1257,46.49452314,106,0.795802449,0.638225099,1.299335681,0.661110582,0.009440309,0.002404015,-0.005004423,-0.022743226,-3.32E-05,0.065988652,0.280351961,0.412318319,0.3124437,-0.145884026,0.242936576,0.440580845,0.488700596,-0.79266521,-0.199746816,0.473997721,0.202608173,-2.266181766
54,LZ060,L002,JZ060,L003,60,ME30,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ060_S48_L002_fastp_pman_Halign_liberal.bam,0.1233,0.3306,6,N,23,Y,79.03,22.9,28.6,5.7,19.2,14.4,0.1979,0.0412,0.018,0.096,0.1567,51.53256116,202,10.48575998,-1.447078706,-2.730388416,-1.283309709,0.009856783,0.000932872,-0.007817144,0.011154182,0.006018409,0.39227353,-1.115957775,-1.219999081,-0.803724956,-0.73954143,0.315937046,-0.09832723,-0.332087445,-1.329328718,0.208097304,-0.030935884,0.312251428,1.794583561
55,LZ061,L002,JZ061,L003,61,ME30,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ061_S73_L002_fastp_pman_Halign_liberal.bam,0.1104,0.363,6,N,23,Y,79.03,22.9,28.6,5.7,19.2,14.4,0.1979,0.0412,0.018,0.096,0.1567,51.53256116,202,10.48575998,-1.447078706,-2.730388416,-1.283309709,0.009856783,0.000932872,-0.007817144,0.011154182,0.006018409,0.39227353,-1.115957775,-1.219999081,-0.803724956,-0.73954143,0.315937046,-0.09832723,-0.332087445,-1.329328718,0.208097304,-0.030935884,0.312251428,1.794583561
9,LZ063,L001,JZ063,L004,63,BW15,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ063_S36_L001_fastp_pman_Halign_liberal.bam,0.1113,0.2289,4,N,23,Y,65.11,21.93,25.38,3.45,17.92333333,9.7,0.1809,0.0377,0.0296,0.0885,0.1432,39.75538373,257,-0.723533878,0.486175922,-1.23721292,-1.723388842,0.030096682,0.006915034,0.002060981,-0.00019105,0.001787104,-0.033731172,0.569408464,-0.31421667,-0.825058185,0.2625353,-2.015347086,1.559833571,1.54396256,0.33691213,-0.099329481,1.621580001,-1.467283822,1.976762396
10,LZ064,L001,JZ064,L004,64,BW15,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ064_S11_L001_fastp_pman_Halign_liberal.bam,0.0901,0.2411,4,N,23,Y,65.11,21.93,25.38,3.45,17.92333333,9.7,0.1809,0.0377,0.0296,0.0885,0.1432,39.75538373,257,-0.723533878,0.486175922,-1.23721292,-1.723388842,0.030096682,0.006915034,0.002060981,-0.00019105,0.001787104,-0.033731172,0.569408464,-0.31421667,-0.825058185,0.2625353,-2.015347086,1.559833571,1.54396256,0.33691213,-0.099329481,1.621580001,-1.467283822,1.976762396
56,LZ066,L002,JZ066,L004,66,ME11,ME,2H,M,ME2H,ME2H_M,RNA201216ZC_LZ066_S84_L002_fastp_pman_Halign_liberal.bam,0.1303,0.2814,8,N,23,Y,73.01,29.25,36.77,7.52,19.615,13.5,0.2256,0.049,0.0291,0.1067,0.1766,47.93434603,118,3.474315751,4.381118069,4.71551428,0.334396211,0.033976779,0.007896644,0.002991976,0.019645269,-0.000284874,0.05615969,1.052410064,0.675909488,-0.068389544,-0.527624107,-0.328155606,0.934699922,0.972600084,0.338206495,0.878668773,0.914404487,-0.474855249,-0.909067263
57,LZ068,L002,JZ068,L004,68,ME11,ME,2H,M,ME2H,ME2H_M,RNA201216ZC_LZ068_S85_L002_fastp_pman_Halign_liberal.bam,0.1572,0.3556,8,N,23,Y,73.01,29.25,36.77,7.52,19.615,13.5,0.2256,0.049,0.0291,0.1067,0.1766,47.93434603,118,3.474315751,4.381118069,4.71551428,0.334396211,0.033976779,0.007896644,0.002991976,0.019645269,-0.000284874,0.05615969,1.052410064,0.675909488,-0.068389544,-0.527624107,-0.328155606,0.934699922,0.972600084,0.338206495,0.878668773,0.914404487,-0.474855249,-0.909067263
11,LZ070,L001,JZ070,L004,70,BW12,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ070_S12_L001_fastp_pman_Halign_liberal.bam,0.1025,0.2832,3,N,23,Y,54.78,19.36,23.5,4.14,16.66666667,13.5,0.1541,0.0317,0.0223,0.0705,0.1224,48.88200412,240,-9.376822938,-0.555039545,-1.396056586,-0.841017041,0.007799062,0.001919457,-0.004891467,-0.053185367,0.000186738,-1.217760808,-1.118944294,-1.044636872,-0.485284895,-0.792081735,0.585100767,0.22072763,0.251805053,-0.808353784,-0.300164152,0.257596491,0.794202312,1.49907994
12,LZ071,L001,JZ071,L003,71,BW12,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ071_S13_L001_fastp_pman_Halign_liberal.bam,0.1501,0.3475,3,N,23,Y,54.78,19.36,23.5,4.14,16.66666667,13.5,0.1541,0.0317,0.0223,0.0705,0.1224,48.88200412,240,-9.376822938,-0.555039545,-1.396056586,-0.841017041,0.007799062,0.001919457,-0.004891467,-0.053185367,0.000186738,-1.217760808,-1.118944294,-1.044636872,-0.485284895,-0.792081735,0.585100767,0.22072763,0.251805053,-0.808353784,-0.300164152,0.257596491,0.794202312,1.49907994
58,LZ072,L002,JZ072,L004,72,ME39,ME,1N,F,ME1N,ME1N_F,RNA201216ZC_LZ072_S49_L002_fastp_pman_Halign_liberal.bam,0.0957,0.2852,7,N,23,Y,76.1,21.83,29.18,7.35,17.98,11.3,0.1863,0.0379,0.0374,0.0699,0.1484,43.92070094,216,10.47036712,-0.983102961,-0.021716822,0.961386139,0.008781133,9.12E-05,0.012437974,-0.008452146,0.008804414,0.228683239,-1.481336293,-1.085405816,-0.13707472,-1.362527295,-1.90260431,-0.530930658,-0.88407063,1.585102195,-1.427595716,-0.425223577,-1.352836896,2.245192032
59,LZ074,L002,JZ074,L004,74,ME39,ME,1N,F,ME1N,ME1N_F,RNA201216ZC_LZ074_S74_L002_fastp_pman_Halign_liberal.bam,0.1006,0.3121,7,N,23,Y,76.1,21.83,29.18,7.35,17.98,11.3,0.1863,0.0379,0.0374,0.0699,0.1484,43.92070094,216,10.47036712,-0.983102961,-0.021716822,0.961386139,0.008781133,9.12E-05,0.012437974,-0.008452146,0.008804414,0.228683239,-1.481336293,-1.085405816,-0.13707472,-1.362527295,-1.90260431,-0.530930658,-0.88407063,1.585102195,-1.427595716,-0.425223577,-1.352836896,2.245192032
60,LZ075,L002,JZ075,L004,75,ME43,ME,2H,M,ME2H,ME2H_M,RNA201216ZC_LZ075_S86_L002_fastp_pman_Halign_liberal.bam,0.1496,0.4364,10,L,23,Y,100.92,25.1,37.45,12.35,21.49333333,14.9,0.2347,0.0491,0.0239,0.0901,0.1856,44.62179042,162,26.89693564,-2.130617807,2.118174278,4.248792085,0.026873308,0.004211789,-0.003524577,-0.006952503,0.008379187,1.614454918,-0.364712225,0.833708488,1.883077511,0.431535822,0.673766297,1.274069853,0.989326847,-0.442981172,-0.161657057,1.341945359,-1.199474134,0.507130788
61,LZ078,L002,JZ078,L004,78,ME43,ME,2H,F,ME2H,ME2H_F,RNA201216ZC_LZ078_S87_L002_fastp_pman_Halign_liberal.bam,0.1378,0.399,10,L,23,Y,100.92,25.1,37.45,12.35,21.49333333,14.9,0.2347,0.0491,0.0239,0.0901,0.1856,44.62179042,162,26.89693564,-2.130617807,2.118174278,4.248792085,0.026873308,0.004211789,-0.003524577,-0.006952503,0.008379187,1.614454918,-0.364712225,0.833708488,1.883077511,0.431535822,0.673766297,1.274069853,0.989326847,-0.442981172,-0.161657057,1.341945359,-1.199474134,0.507130788
62,LZ081,L002,JZ081,L003,81,ME40,ME,1N,F,ME1N,ME1N_F,RNA201216ZC_LZ081_S75_L002_fastp_pman_Halign_liberal.bam,0.1075,0.2762,7,N,23,Y,77.32,26.09,33.21,7.12,22.21333333,13.2,0.1785,0.0366,0.0256,0.0855,0.1419,43.85521943,137,1.576839622,-2.045914968,-3.378090925,-1.332175957,-0.035537784,-0.009739016,-0.002329237,-0.015384834,0.006671627,0.296799333,-0.026651727,-0.150214686,-0.230001722,0.799199611,-0.542853156,-0.82181917,-1.101518552,-0.187592897,-0.449940118,-0.734003095,-1.367160924,-0.297527196
63,LZ082,L002,JZ082,L004,82,ME40,ME,1N,M,ME1N,ME1N_M,RNA201216ZC_LZ082_S50_L002_fastp_pman_Halign_liberal.bam,0.104,0.3149,7,N,23,Y,77.32,26.09,33.21,7.12,22.21333333,13.2,0.1785,0.0366,0.0256,0.0855,0.1419,43.85521943,137,1.576839622,-2.045914968,-3.378090925,-1.332175957,-0.035537784,-0.009739016,-0.002329237,-0.015384834,0.006671627,0.296799333,-0.026651727,-0.150214686,-0.230001722,0.799199611,-0.542853156,-0.82181917,-1.101518552,-0.187592897,-0.449940118,-0.734003095,-1.367160924,-0.297527196
13,LZ087,L001,JZ087,L003,87,BW21,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ087_S14_L001_fastp_pman_Halign_liberal.bam,0.1294,0.2736,4,N,23,Y,80.41,19.57,26.82,7.25,16.61666667,14.2,0.1887,0.0399,0.0264,0.0792,0.1488,49.82806217,204,16.3198897,-0.284212574,1.992424436,2.27663701,0.042578202,0.010159421,-0.000777639,-0.045877713,0.000347238,1.719962287,-0.980985508,0.245254124,1.046157037,-0.834042625,1.064130635,1.94957336,2.017753646,-0.165122243,-0.203094061,1.988806331,1.028626127,0.487517094
14,LZ088,L001,JZ088,L003,88,BW21,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ088_S15_L001_fastp_pman_Halign_liberal.bam,0.1081,0.2909,4,N,23,Y,80.41,19.57,26.82,7.25,16.61666667,14.2,0.1887,0.0399,0.0264,0.0792,0.1488,49.82806217,204,16.3198897,-0.284212574,1.992424436,2.27663701,0.042578202,0.010159421,-0.000777639,-0.045877713,0.000347238,1.719962287,-0.980985508,0.245254124,1.046157037,-0.834042625,1.064130635,1.94957336,2.017753646,-0.165122243,-0.203094061,1.988806331,1.028626127,0.487517094
15,LZ089,L001,JZ089,L004,89,BW22,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ089_S16_L001_fastp_pman_Halign_liberal.bam,0.1412,0.3053,3,N,23,Y,NA,21.38,26.9,5.52,18.27333333,15.2,0.158,0.0318,0.0268,0.0929,0.1262,52.71723013,156,NA,-0.489612876,-0.196580071,0.293032805,0.005942703,0.000735287,-0.000835818,0.013955377,0.003666744,NA,0.208087835,0.276335835,0.194261686,0.556261531,1.748459017,0.415597525,0.273341011,-0.102367946,-0.050236561,0.506785786,1.74453333,-0.861233368
16,LZ092,L001,JZ092,L004,92,BW32,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ092_S37_L001_fastp_pman_Halign_liberal.bam,0.0982,0.3494,6,N,23,Y,84.6,20.5,27.99,7.49,17.52666667,12.6,0.1692,0.0337,0.0319,0.0843,0.1355,47.71462382,197,19.2957197,-0.461263449,1.916069842,2.377333291,0.019817858,0.00323208,0.004470686,-0.015437001,0.00688686,2.20022213,-0.370025172,0.699824143,1.164339051,-0.070354424,-0.030794777,0.975223888,0.682524222,0.697749336,-0.146190904,1.116643798,0.504937037,0.290824318
17,LZ093,L001,JZ093,L003,93,BW32,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ093_S46_L001_fastp_pman_Halign_liberal.bam,0.1101,0.365,6,N,23,Y,84.6,20.5,27.99,7.49,17.52666667,12.6,0.1692,0.0337,0.0319,0.0843,0.1355,47.71462382,197,19.2957197,-0.461263449,1.916069842,2.377333291,0.019817858,0.00323208,0.004470686,-0.015437001,0.00688686,2.20022213,-0.370025172,0.699824143,1.164339051,-0.070354424,-0.030794777,0.975223888,0.682524222,0.697749336,-0.146190904,1.116643798,0.504937037,0.290824318
18,LZ094,L001,JZ094,L004,94,BW28,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ094_S38_L001_fastp_pman_Halign_liberal.bam,0.1255,0.3281,7,N,23,Y,72.92,21.05,28.96,7.91,17.51333333,15.2,0.1595,0.0331,0.033,0.0786,0.1264,53.07450481,162,7.633509748,0.104957085,2.904331457,2.799374372,0.010165628,0.002642737,0.005574373,-0.021508294,-0.000293177,0.861454836,-0.008704542,1.076689886,1.371157575,-0.081544,1.748459017,0.490547484,0.553308471,0.870323652,-0.20978855,0.519901012,1.833062457,-0.69263956
19,LZ095,L001,JZ095,L004,95,BW28,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ095_S17_L001_fastp_pman_Halign_liberal.bam,0.1165,0.3488,7,N,23,Y,72.92,21.05,28.96,7.91,17.51333333,15.2,0.1595,0.0331,0.033,0.0786,0.1264,53.07450481,162,7.633509748,0.104957085,2.904331457,2.799374372,0.010165628,0.002642737,0.005574373,-0.021508294,-0.000293177,0.861454836,-0.008704542,1.076689886,1.371157575,-0.081544,1.748459017,0.490547484,0.553308471,0.870323652,-0.20978855,0.519901012,1.833062457,-0.69263956
20,LZ096,L001,JZ096,L004,96,BW28,BW,2H,F,BW2H,BW2H_F,RNA201216ZC_LZ096_S18_L001_fastp_pman_Halign_liberal.bam,0.1339,0.3704,7,N,23,Y,72.92,21.05,28.96,7.91,17.51333333,15.2,0.1595,0.0331,0.033,0.0786,0.1264,53.07450481,162,7.633509748,0.104957085,2.904331457,2.799374372,0.010165628,0.002642737,0.005574373,-0.021508294,-0.000293177,0.861454836,-0.008704542,1.076689886,1.371157575,-0.081544,1.748459017,0.490547484,0.553308471,0.870323652,-0.20978855,0.519901012,1.833062457,-0.69263956
21,LZ097,L001,JZ097,L004,97,BW28,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ097_S19_L001_fastp_pman_Halign_liberal.bam,NA,0.362,7,N,23,Y,72.92,21.05,28.96,7.91,17.51333333,15.2,0.1595,0.0331,0.033,0.0786,0.1264,53.07450481,162,7.633509748,0.104957085,2.904331457,2.799374372,0.010165628,0.002642737,0.005574373,-0.021508294,-0.000293177,0.861454836,-0.008704542,1.076689886,1.371157575,-0.081544,1.748459017,0.490547484,0.553308471,0.870323652,-0.20978855,0.519901012,1.833062457,-0.69263956
22,LZ098,L001,JZ098,L002,98,BW26,BW,1N,M,BW1N,BW1N_M,RNA201216ZC_LZ098_S2_L001_fastp_pman_Halign_liberal.bam,0.1316,0.3289,4,N,23,Y,65.29,20.04,24.74,4.7,17.24666667,11,0.1387,0.0296,0.0315,0.0811,0.1091,42.18222177,209,0.359310471,-0.58063241,-0.950436437,-0.369804026,-0.009678959,-0.000644123,0.004148124,-0.026434144,-0.00639339,-0.013099484,-0.672220607,-0.562870355,-0.209526862,-0.305335409,-1.125720189,-0.548758619,-0.200450075,0.634995039,-0.181894846,-0.614566042,-0.865937393,0.628011934
23,LZ099,L001,JZ099,L002,99,BW26,BW,1N,M,BW1N,BW1N_M,RNA201216ZC_LZ099_S3_L001_fastp_pman_Halign_liberal.bam,0.1561,0.3642,4,N,23,Y,65.29,20.04,24.74,4.7,17.24666667,11,0.1387,0.0296,0.0315,0.0811,0.1091,42.18222177,209,0.359310471,-0.58063241,-0.950436437,-0.369804026,-0.009678959,-0.000644123,0.004148124,-0.026434144,-0.00639339,-0.013099484,-0.672220607,-0.562870355,-0.209526862,-0.305335409,-1.125720189,-0.548758619,-0.200450075,0.634995039,-0.181894846,-0.614566042,-0.865937393,0.628011934
24,LZ101,L001,JZ101,L003,101,BW34,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ101_S20_L001_fastp_pman_Halign_liberal.bam,0.0943,0.2342,4,N,23,Y,65.46,21.36,25.06,3.7,17.81333333,14.6,0.1762,NA,0.0393,0.081,NA,51.35290732,156,-0.226766076,0.049995258,-1.406554672,-1.456549931,0.02579079,NA,0.011791403,-0.010754213,NA,0.006385999,0.194948903,-0.438543512,-0.701951921,0.170221341,1.337861988,1.324990365,NA,1.858703824,-0.183010594,NA,1.406467651,-0.861233368
25,LZ103,L001,JZ103,L004,103,BW36,BW,2H,M,BW2H,BW2H_M,RNA201216ZC_LZ103_S21_L001_fastp_pman_Halign_liberal.bam,0.1438,0.2386,4,N,23,Y,68.8,19.46,23.38,3.92,16.58,13.6,0.1354,0.0289,0.029,0.0895,0.1065,48.59772715,177,4.758812304,-0.349606125,-1.397356144,-1.047750019,-0.010590429,-0.000811273,0.001832502,-0.036598768,-0.006753433,0.389218427,-1.053249634,-1.091259438,-0.593618408,-0.864813947,0.653533605,-0.71364853,-0.351201784,0.242780685,-0.088171999,-0.78506398,0.723761295,-0.271155041
26,LZ104,L001,JZ104,L002,104,BW39,BW,1N,M,BW1N,BW1N_M,RNA201216ZC_LZ104_S4_L001_fastp_pman_Halign_liberal.bam,0.135,0.4493,3,N,23,YT,52.62,17.63,22.03,4.4,14.79333333,12.2,0.117,0.0234,0.0224,0.646,0.0936,43.34837078,146,-9.037322788,-0.006055686,-0.300300967,-0.294245281,-0.022589166,-0.004883234,-0.004273365,0.470148039,-0.002053768,-1.465341061,-2.25546191,-1.615763307,-0.35725438,-2.364216427,-0.30452613,-1.633034698,-1.535679499,-0.79266521,6.120966571,-1.630996061,-0.576977219,-1.142223047
27,LZ106,L001,JZ106,L002,106,BW25,BW,1N,M,BW1N,BW1N_M,RNA201216ZC_LZ106_S28_L001_fastp_pman_Halign_liberal.bam,0.1166,0.3779,6,N,23,Y,58.25,19.89,25.79,5.9,16.98,11.9,0.1193,0.0231,0.0152,0.0773,0.0962,42.66233706,194,-6.324888793,-0.406221894,0.464795683,0.871017577,-0.028123547,-0.006930983,-0.012078125,-0.037659993,0.001506213,-0.820027717,-0.770762597,-0.154922902,0.381383208,-0.529126826,-0.509824645,-1.518111427,-1.600287374,-1.92224255,-0.224293276,-1.460498122,-0.74696958,0.206527414
