,Sample_ID,Lane,TubeID,Mom,Strain,O2,Sex,Order,Set,Group,Sex_Group,FoodCon,F.Mass_GD1,F.Mass_GD14.5,Start_AvgLean,F.Mass_Gain,Hb,Lung,Lung_drymass,RV,LV_Sep,Lung_H20,HctAv,Gluc,Seq_Name,Seq Read FWD,Seq Read REV,resid_FoodCon,resid_F.Mass_GD1,resid_F.Mass_GD14.5,resid_F.Mass_Gain,resid_Lung,resid_Lung_drymass,resid_RV,resid_LV_Sep,resid_Lung_H20,scaled_FoodCon,scaled_F.Mass_GD1,scaled_F.Mass_GD14.5,scaled_Start_AvgLean,scaled_F.Mass_Gain,scaled_Hb,scaled_Lung,scaled_Lung_drymass,scaled_RV,scaled_LV_Sep,scaled_Lung_H20,scaled_HctAv,scaled_Gluc
1,W239,L003,W239,BW101,BW,2H,M,1,Set1a,BW2H,BW2H_M,46.11,22.4,24.42,19.58,2.02,15,0.171,0.0359,0.0362,0.0926,0.1351,53.40222576,182,RNA210809ZC_Set1a_W239_S32_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W239_S32_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W239_S32_L003_R2_001.fastq.gz,-3.898687681,-0.720026541,0.403030866,1.123057408,0.018449037,0.003982278,0.004155171,0.000644277,-0.000168817,-0.508897935,0.106695837,0.821988104,0.581589492,1.10568367,0.746173347,1.104351957,1.178985502,0.975091622,0.311834909,1.126347806,0.946859548,0.389192326
2,W241,L003,W241,BW101,BW,2H,M,2,Set1a,BW2H,BW2H_M,46.11,22.4,24.42,19.58,2.02,15,0.171,0.0359,0.0362,0.0926,0.1351,53.40222576,182,RNA210809ZC_Set1a_W241_S29_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W241_S29_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W241_S29_L003_R2_001.fastq.gz,-3.898687681,-0.720026541,0.403030866,1.123057408,0.018449037,0.003982278,0.004155171,0.000644277,-0.000168817,-0.508897935,0.106695837,0.821988104,0.581589492,1.10568367,0.746173347,1.104351957,1.178985502,0.975091622,0.311834909,1.126347806,0.946859548,0.389192326
3,W243,L003,W243,BW102,BW,1N,F,3,Set1a,BW1N,BW1N_F,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA210809ZC_Set1a_W243_S36_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W243_S36_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W243_S36_L003_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250645502,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,W244,L003,W244,BW102,BW,1N,F,4,Set1a,BW1N,BW1N_F,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA210809ZC_Set1a_W244_S28_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W244_S28_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W244_S28_L003_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250645502,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,W245,L003,W245,BW107,BW,1N,F,5,Set1a,BW1N,BW1N_F,52.91,24.13,24.94,20.45,0.81,12.8,0.1454,0.0293,0.0268,0.0916,0.1161,44.26045834,191,RNA210809ZC_Set1a_W245_S27_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W245_S27_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W245_S27_L003_R2_001.fastq.gz,0.212766537,0.003406929,0.077310847,0.073903917,-0.017261531,-0.00441704,-0.009240558,-0.005916054,0.006801376,0.446401031,1.162275522,1.168050491,1.181425474,-0.15614294,-0.862292543,0.013360954,-0.214925703,-0.185938389,0.239315163,0.144536063,-1.031250166,0.822640635
6,W246,L003,W246,BW107,BW,1N,M,6,Set1a,BW1N,BW1N_M,52.91,24.13,24.94,20.45,0.81,12.8,0.1454,0.0293,0.0268,0.0916,0.1161,44.26045834,191,RNA210809ZC_Set1a_W246_S34_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W246_S34_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W246_S34_L003_R2_001.fastq.gz,0.212766537,0.003406929,0.077310847,0.073903917,-0.017261531,-0.00441704,-0.009240558,-0.005916054,0.006801376,0.446401031,1.162275522,1.168050491,1.181425474,-0.15614294,-0.862292543,0.013360954,-0.214925703,-0.185938389,0.239315163,0.144536063,-1.031250166,0.822640635
7,W261,L003,W261,BW116,BW,2H,F,7,Set1a,BW2H,BW2H_F,59.32,26.09,25.8,21.81666667,-0.29,15.1,0.1794,0.0377,0.0503,0.111,0.1417,54.39495331,203,RNA210809ZC_Set1a_W261_S31_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W261_S31_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W261_S31_L003_R2_001.fastq.gz,2.399380431,0.382210462,-0.391214858,-0.77342532,0.000855967,0.001156446,0.007982625,0.004749328,-0.000651597,1.346910792,2.35819239,1.74038444,2.12369656,-1.303258039,0.819285433,1.462333379,1.559143104,2.716636637,1.646198241,1.467398201,1.161667465,1.400571715
8,W262,L003,W262,BW116,BW,2H,M,8,Set1a,BW2H,BW2H_M,59.32,26.09,25.8,21.81666667,-0.29,15.1,0.1794,0.0377,0.0503,0.111,0.1417,54.39495331,203,RNA210809ZC_Set1a_W262_S30_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W262_S30_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W262_S30_L003_R2_001.fastq.gz,2.399380431,0.382210462,-0.391214858,-0.77342532,0.000855967,0.001156446,0.007982625,0.004749328,-0.000651597,1.346910792,2.35819239,1.74038444,2.12369656,-1.303258039,0.819285433,1.462333379,1.559143104,2.716636637,1.646198241,1.467398201,1.161667465,1.400571715
9,W264,L003,W264,BW115,BW,2H,M,9,Set1a,BW2H,BW2H_M,43.34,22.14,22.79,18.87333333,0.65,14.8,0.1599,0.0336,0.0272,0.0805,0.1263,50.80707733,138,RNA210809ZC_Set1a_W264_S37_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W264_S37_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W264_S37_L003_R2_001.fastq.gz,-4.484888031,-0.162432269,-0.540024134,-0.377591865,0.015561452,0.003143793,-0.001599256,-0.006939287,8.14E-05,-0.898041779,-0.051946196,-0.262784381,0.094366393,-0.322996045,0.599949176,0.631305077,0.693228567,-0.136532856,-0.565654021,0.671613946,0.385317335,-1.729888298
10,W268,L003,268,BW118,BW,2H,M,10,Set1a,BW2H,BW2H_M,NA,NA,NA,18.29666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA210809ZC_Set1a_W268_S33_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W268_S33_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W268_S33_L003_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303226035,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,W28B,L003,W28B,BW8,BW,1N,F,11,Set1a,BW1N,BW1N_F,44.55,19.4,19.83,16.26333333,0.43,12.8,0.1084,0.0251,0.02,0.0645,0.0833,45.16060413,170,RNA210809ZC_Set1a_W28B_S35_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W28B_S35_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W28B_S35_L003_R2_001.fastq.gz,4.790749317,0.117267319,-0.962864075,-1.080131394,-0.005606843,4.17E-05,0.003187933,-0.006258296,-0.009472138,-0.728054757,-1.723789164,-2.232677971,-1.705141554,-0.552419065,-0.862292543,-1.563461979,-1.101960106,-1.025832439,-1.725969962,-1.550381051,-0.836475234,-0.188738753
12,W304,L003,W304,BW128,BW,2H,M,12,Set1a,BW2H,BW2H_M,58.99,22.45,22.47,NA,0.02,14.9,0.1305,0.0272,0.0271,0.0862,0.1033,51.69082045,184,RNA210809ZC_Set1a_W304_S38_L003_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set1a_W304_S38_L003_R1_001.fastq.gz,RNA210809ZC_Set1a_W304_S38_L003_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,0.002264619,1.300550695,0.137203921,-0.47574585,NA,-0.979980148,0.673061261,-0.621629903,-0.658442904,-0.148884239,-0.152291467,-0.516895006,0.576543031,0.485514173
13,W018,L002,18,BW11,BW,1N,M,13,Set2,BW1N,BW1N_M,41.22,20.79,23.12,17.44,2.33,13.7,0.108,0.0242,0.0258,0.0696,0.0838,46.90608726,156,RNA210809ZC_Set2_W018_S22_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W018_S22_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W018_S22_L002_R2_001.fastq.gz,-2.175483112,0.145895726,1.183307696,1.03741197,-0.01968129,-0.003291814,0.003583747,-0.00867859,-0.005430748,-1.19587028,-0.875664447,-0.043167865,-0.893869132,1.428961561,-0.204283769,-1.580508714,-1.292038907,-0.309452219,-1.356119256,-1.5245439,-0.458784906,-0.862991679
14,W019,L002,19,BW11,BW,1N,M,14,Set2,BW1N,BW1N_M,41.22,20.79,23.12,17.44,2.33,13.7,0.108,0.0242,0.0258,0.0696,0.0838,46.90608726,156,RNA210809ZC_Set2_W019_S18_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W019_S18_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W019_S18_L002_R2_001.fastq.gz,-2.175483112,0.145895726,1.183307696,1.03741197,-0.01968129,-0.003291814,0.003583747,-0.00867859,-0.005430748,-1.19587028,-0.875664447,-0.043167865,-0.893869132,1.428961561,-0.204283769,-1.580508714,-1.292038907,-0.309452219,-1.356119256,-1.5245439,-0.458784906,-0.862991679
15,W230,L002,W230,ME193,ME,1N,M,15,Set2,ME1N,ME1N_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA210809ZC_Set2_W230_S26_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W230_S26_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W230_S26_L002_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,W242,L002,W242,BW101,BW,2H,F,16,Set2,BW2H,BW2H_F,46.11,22.4,24.42,19.58,2.02,15,0.171,0.0359,0.0362,0.0926,0.1351,53.40222576,182,RNA210809ZC_Set2_W242_S24_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W242_S24_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W242_S24_L002_R2_001.fastq.gz,-3.898687681,-0.720026541,0.403030866,1.123057408,0.018449037,0.003982278,0.004155171,0.000644277,-0.000168817,-0.508897935,0.106695837,0.821988104,0.581589492,1.10568367,0.746173347,1.104351957,1.178985502,0.975091622,0.311834909,1.126347806,0.946859548,0.389192326
17,W247,L002,W247,BW107,BW,1N,F,17,Set2,BW1N,BW1N_F,52.91,24.13,24.94,20.45,0.81,12.8,0.1454,0.0293,0.0268,0.0916,0.1161,44.26045834,191,RNA210809ZC_Set2_W247_S15_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W247_S15_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W247_S15_L002_R2_001.fastq.gz,0.212766537,0.003406929,0.077310847,0.073903917,-0.017261531,-0.00441704,-0.009240558,-0.005916054,0.006801376,0.446401031,1.162275522,1.168050491,1.181425474,-0.15614294,-0.862292543,0.013360954,-0.214925703,-0.185938389,0.239315163,0.144536063,-1.031250166,0.822640635
18,W249,L002,W249,BW105,BW,2H,M,18,Set2,BW2H,BW2H_M,50.44,21.39,22.11,18.20333333,0.72,17.2,0.1543,0.0345,0.0305,0.0896,0.1198,59.41950968,175,RNA210809ZC_Set2_W249_S20_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W249_S20_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W249_S20_L002_R2_001.fastq.gz,4.68560125,-0.137260344,-0.568722509,-0.431462166,0.017747752,0.005429475,0.004777915,0.006442807,-0.009959988,0.09940273,-0.509567446,-0.715327503,-0.36757626,-0.249997812,2.354639237,0.392650795,0.883307368,0.271062786,0.09427567,0.335730981,2.248888711,0.052065863
19,W259,L002,W259,BW116,BW,2H,F,19,Set2,BW2H,BW2H_F,59.32,26.09,25.8,21.81666667,-0.29,15.1,0.1794,0.0377,0.0503,0.111,0.1417,54.39495331,203,RNA210809ZC_Set2_W259_S19_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W259_S19_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W259_S19_L002_R2_001.fastq.gz,2.399380431,0.382210462,-0.391214858,-0.77342532,0.000855967,0.001156446,0.007982625,0.004749328,-0.000651597,1.346910792,2.35819239,1.74038444,2.12369656,-1.303258039,0.819285433,1.462333379,1.559143104,2.716636637,1.646198241,1.467398201,1.161667465,1.400571715
20,W263,L002,W263,BW120,BW,2H,M,20,Set2,BW2H,BW2H_M,43.06,19.81,20.61,17.01333333,0.8,15.9,0.154,0.0333,0.0256,0.0836,0.1207,51.14949768,161,RNA210809ZC_Set2_W263_S17_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W263_S17_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W263_S17_L002_R2_001.fastq.gz,0.983037435,-0.340462448,-0.911933057,-0.57147061,0.03127715,0.00669061,0.005343338,0.008048316,-0.004338135,-0.937377619,-1.473622881,-1.71358439,-1.18804157,-0.166571259,1.404182121,0.379865744,0.629868967,-0.334154986,-0.340842808,0.382237854,0.459410776,-0.622187063
21,W265,L002,W265,BW115,BW,2H,M,21,Set2,BW2H,BW2H_M,43.34,22.14,22.79,18.87333333,0.65,14.8,0.1599,0.0336,0.0272,0.0805,0.1263,50.80707733,138,RNA210809ZC_Set2_W265_S21_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W265_S21_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W265_S21_L002_R2_001.fastq.gz,-4.484888031,-0.162432269,-0.540024134,-0.377591865,0.015561452,0.003143793,-0.001599256,-0.006939287,8.14E-05,-0.898041779,-0.051946196,-0.262784381,0.094366393,-0.322996045,0.599949176,0.631305077,0.693228567,-0.136532856,-0.565654021,0.671613946,0.385317335,-1.729888298
22,W267,L002,267,BW132,BW,1N,M,22,Set2,BW1N,BW1N_M,43.28,21.78,21.5,18.09666667,-0.28,12.9,0.1243,0.0251,0.0185,0.0696,0.0992,45.93710173,190,RNA210809ZC_Set2_W267_S16_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W267_S16_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W267_S16_L002_R2_001.fastq.gz,-2.144768636,0.376150104,-1.075032705,-1.451182809,-0.011012638,-0.003749919,-0.006732187,-0.012875467,0.006427862,-0.906470887,-0.271604396,-1.121285304,-0.441119365,-1.29282972,-0.789180457,-0.885854286,-1.101960106,-1.211103185,-1.356119256,-0.728759645,-0.668455486,0.774479712
23,W269,L002,W269,BW126,BW,2H,F,23,Set2,BW2H,BW2H_F,44.19,20.48,21.64,17.43333333,1.16,15,0.1492,0.0312,0.0254,0.0934,0.118,51.67749109,157,RNA210809ZC_Set2_W269_S25_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W269_S25_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W269_S25_L002_R2_001.fastq.gz,0.815118782,-0.156391117,-0.290211688,-0.133820571,0.021596186,0.003721974,0.003214366,0.015164018,0.001225108,-0.778629408,-1.064814564,-1.028114661,-0.898465578,0.208848228,0.746173347,0.175304931,0.186351765,-0.358857752,0.369850706,0.242717237,0.573658804,-0.814830756
24,W28A,L002,W28A,BW10,BW,1N,F,24,Set2,BW1N,BW1N_F,42.95,21.96,23.31,18.22333333,1.35,13,0.1166,0.0252,0.021,0.0789,0.0914,44.94949726,169,RNA210809ZC_Set2_W28A_S23_L002_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set2_W28A_S23_L002_R1_001.fastq.gz,RNA210809ZC_Set2_W28A_S23_L002_R2_001.fastq.gz,-2.8662044,0.409600196,0.611835651,0.202235455,-0.020184675,-0.003911889,-0.00481394,-0.004385017,-0.001765626,-0.952830984,-0.161775296,0.083278007,-0.353786927,0.406986291,-0.716068371,-1.214003924,-1.080840239,-0.902318608,-0.681685615,-1.131819203,-0.882154862,-0.236899677
25,W020,L004,20,BW11,BW,1N,F,25,Set3,BW1N,BW1N_F,41.22,20.79,23.12,17.44,2.33,13.7,0.108,0.0242,0.0258,0.0696,0.0838,46.90608726,156,RNA210809ZC_Set3_W020_S91_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W020_S91_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W020_S91_L004_R2_001.fastq.gz,-2.175483112,0.145895726,1.183307696,1.03741197,-0.01968129,-0.003291814,0.003583747,-0.00867859,-0.005430748,-1.19587028,-0.875664447,-0.043167865,-0.893869132,1.428961561,-0.204283769,-1.580508714,-1.292038907,-0.309452219,-1.356119256,-1.5245439,-0.458784906,-0.862991679
26,W193,L004,W193,ME257,ME,1N,F,26,Set3,ME1N,ME1N_F,52.03,24.67,27.28,19.42666667,2.61,13.4,0.1824,0.0368,0.0276,0.1015,0.1456,47.18444124,168,RNA210809ZC_Set3_W193_S99_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W193_S99_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W193_S99_L004_R2_001.fastq.gz,0.862898066,0.676844932,1.288140389,0.611295457,-0.004946231,-0.002258559,0.000427461,0.011966179,0.006723291,0.009729971,-0.202431747,0.208445475,-0.553157423,1.007765162,-0.518989192,-0.431462275,-0.458346151,0.218393767,0.732238189,-0.291411191,-0.588848621,0.153945249
27,W194,L004,W194,ME257,ME,1N,M,27,Set3,ME1N,ME1N_M,52.03,24.67,27.28,19.42666667,2.61,13.4,0.1824,0.0368,0.0276,0.1015,0.1456,47.18444124,168,RNA210809ZC_Set3_W194_S94_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W194_S94_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W194_S94_L004_R2_001.fastq.gz,0.862898066,0.676844932,1.288140389,0.611295457,-0.004946231,-0.002258559,0.000427461,0.011966179,0.006723291,0.009729971,-0.202431747,0.208445475,-0.553157423,1.007765162,-0.518989192,-0.431462275,-0.458346151,0.218393767,0.732238189,-0.291411191,-0.588848621,0.153945249
28,W198,L004,W198,ME234,ME,1N,M,28,Set3,ME1N,ME1N_M,41.36,26.85,27.74,21.31333333,0.89,14,0.1696,0.0369,0.023,0.0802,0.1327,50.04774662,201,RNA210809ZC_Set3_W198_S101_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W198_S101_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W198_S101_L004_R2_001.fastq.gz,-11.36400099,0.577756086,0.07325857,-0.504497516,-0.022944203,-0.002211366,-0.003053604,-0.016463202,-0.006498746,-1.657085452,0.688828629,0.433075471,0.505039663,-0.872230585,0.073335429,-1.174949645,-0.438293507,-0.783355422,-1.146879091,-1.213915328,0.262861768,0.933799469
29,W248,L004,W248,BW105,BW,2H,F,29,Set3,BW2H,BW2H_F,50.44,21.39,22.11,18.20333333,0.72,17.2,0.1543,0.0345,0.0305,0.0896,0.1198,59.41950968,175,RNA210809ZC_Set3_W248_S93_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W248_S93_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W248_S93_L004_R2_001.fastq.gz,4.68560125,-0.137260344,-0.568722509,-0.431462166,0.017747752,0.005429475,0.004777915,0.006442807,-0.009959988,0.09940273,-0.509567446,-0.715327503,-0.36757626,-0.249997812,2.354639237,0.392650795,0.883307368,0.271062786,0.09427567,0.335730981,2.248888711,0.052065863
30,W257,L004,W257,BW110,BW,1N,M,30,Set3,BW1N,BW1N_M,48.07,20.93,23.65,18.17,2.72,12.6,0.1508,0.0303,0.0255,0.0889,0.1205,43.7819192,158,RNA210809ZC_Set3_W257_S102_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W257_S102_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W257_S102_L004_R2_001.fastq.gz,2.418610657,-0.55869458,1.003680553,1.562375133,0.01463513,0.001298414,-6.90E-05,0.005955846,0.007266498,-0.233547057,-0.790241813,0.309549568,-0.39055848,1.835666006,-1.008516714,0.243491869,-0.003727035,-0.346506369,0.043511848,0.371902993,-1.134797202,-0.766669833
31,W27A,L004,W27A,BW10,BW,1N,M,31,Set3,BW1N,BW1N_M,42.95,21.96,23.31,18.22333333,1.35,13,0.1166,0.0252,0.021,0.0789,0.0914,44.94949726,169,RNA210809ZC_Set3_W27A_S98_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W27A_S98_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W27A_S98_L004_R2_001.fastq.gz,-2.8662044,0.409600196,0.611835651,0.202235455,-0.020184675,-0.003911889,-0.00481394,-0.004385017,-0.001765626,-0.952830984,-0.161775296,0.083278007,-0.353786927,0.406986291,-0.716068371,-1.214003924,-1.080840239,-0.902318608,-0.681685615,-1.131819203,-0.882154862,-0.236899677
32,W27B,L004,W27B,BW8,BW,1N,F,32,Set3,BW1N,BW1N_F,44.55,19.4,19.83,16.26333333,0.43,12.8,0.1084,0.0251,0.02,0.0645,0.0833,45.16060413,170,RNA210809ZC_Set3_W27B_S95_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W27B_S95_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W27B_S95_L004_R2_001.fastq.gz,4.790749317,0.117267319,-0.962864075,-1.080131394,-0.005606843,4.17E-05,0.003187933,-0.006258296,-0.009472138,-0.728054757,-1.723789164,-2.232677971,-1.705141554,-0.552419065,-0.862292543,-1.563461979,-1.101960106,-1.025832439,-1.725969962,-1.550381051,-0.836475234,-0.188738753
33,W29A,L004,W29A,BW10,BW,1N,F,33,Set3,BW1N,BW1N_F,42.95,21.96,23.31,18.22333333,1.35,13,0.1166,0.0252,0.021,0.0789,0.0914,44.94949726,169,RNA210809ZC_Set3_W29A_S92_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W29A_S92_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W29A_S92_L004_R2_001.fastq.gz,-2.8662044,0.409600196,0.611835651,0.202235455,-0.020184675,-0.003911889,-0.00481394,-0.004385017,-0.001765626,-0.952830984,-0.161775296,0.083278007,-0.353786927,0.406986291,-0.716068371,-1.214003924,-1.080840239,-0.902318608,-0.681685615,-1.131819203,-0.882154862,-0.236899677
34,W302,L004,302,BW131,BW,2H,M,34,Set3,BW2H,BW2H_M,59.39,22.46,23.35,NA,0.89,NA,0.1617,NA,0.0321,0.0972,NA,52.49209744,149,RNA210809ZC_Set3_W302_S97_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W302_S97_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W302_S97_L004_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.356744752,0.143305538,0.109898191,NA,-0.072716387,NA,0.708015381,NA,0.468684915,0.645425742,NA,0.749924581,-1.200118142
35,W305,L004,W305,BW134,BW,2H,UNK,35,Set3,BW2H,BW2H_UNK,61.39,23.03,23.61,NA,0.58,14.3,0.1715,0.0359,0.0265,0.104,0.1356,49.40012052,216,RNA210809ZC_Set3_W305_S96_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W305_S96_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W305_S96_L004_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,0.000331183,1.637715037,0.491097688,0.282929384,NA,-0.395994279,0.234388746,1.125660375,1.178985502,-0.222992538,1.138560017,1.152184957,0.080877853,2.026663717
36,W306,L004,W306,BW134,BW,2H,M,36,Set3,BW2H,BW2H_M,61.39,23.03,23.61,NA,0.58,14.3,0.1715,0.0359,0.0265,0.104,0.1356,49.40012052,216,RNA210809ZC_Set3_W306_S100_L004_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set3_W306_S100_L004_R1_001.fastq.gz,RNA210809ZC_Set3_W306_S100_L004_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,0.000331183,1.637715037,0.491097688,0.282929384,NA,-0.395994279,0.234388746,1.125660375,1.178985502,-0.222992538,1.138560017,1.152184957,0.080877853,2.026663717
37,W017,L001,17,BW18,BW,1N,M,37,Set4,BW1N,BW1N_M,42.52,22.04,21.14,17.64333333,-0.9,12.3,0.1189,0.0247,0.0189,0.1222,0.0942,43.868679,152,RNA210809ZC_Set4_W017_S6_L001_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set4_W017_S6_L001_R1_001.fastq.gz,RNA210809ZC_Set4_W017_S6_L001_R2_001.fastq.gz,-1.503840545,1.160644549,-0.994351003,-2.154995551,-0.011144296,-0.003212344,-0.004250121,0.04262187,0.003001813,-1.013239595,-0.112962363,-1.360866957,-0.753677582,-1.939385504,-1.227852972,-1.115985201,-1.186439573,-1.161697652,2.4584194,-0.987131157,-1.116023982,-1.055635372
38,W196,L001,W196,ME234,ME,1N,F,38,Set4,ME1N,ME1N_F,41.36,26.85,27.74,21.31333333,0.89,14,0.1696,0.0369,0.023,0.0802,0.1327,50.04774662,201,RNA210809ZC_Set4_W196_S4_L001_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set4_W196_S4_L001_R1_001.fastq.gz,RNA210809ZC_Set4_W196_S4_L001_R2_001.fastq.gz,-11.36400099,0.577756086,0.07325857,-0.504497516,-0.022944203,-0.002211366,-0.003053604,-0.016463202,-0.006498746,-1.657085452,0.688828629,0.433075471,0.505039663,-0.872230585,0.073335429,-1.174949645,-0.438293507,-0.783355422,-1.146879091,-1.213915328,0.262861768,0.933799469
39,W231,L001,W231,ME193,ME,1N,M,39,Set4,ME1N,ME1N_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA210809ZC_Set4_W231_S11_L001_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set4_W231_S11_L001_R1_001.fastq.gz,RNA210809ZC_Set4_W231_S11_L001_R2_001.fastq.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,W250,L001,W250,BW113,BW,1N,M,40,Set4,BW1N,BW1N_M,56.44,23.34,24.06,19.80333333,0.72,11.7,0.1496,0.031,0.0247,0.0897,0.1186,41.88695999,195,RNA210809ZC_Set4_W250_S10_L001_fastp_pman_Halign_liberal.bam,RNA210809ZC_Set4_W250_S10_L001_R1_001.fastq.gz,RNA210809ZC_Set4_W250_S10_L001_R2_001.fastq.gz,5.741149236,-0.038417179,-0.174069672,-0.135652493,-0.005546396,-0.001379616,-0.008370553,-0.003683088,0.002612083,0.942313583,0.680247805,0.582406451,0.735570374,-0.249997812,-1.666525488,0.192351665,0.144112032,-0.445317433,0.101527645,0.273721819,-1.544831394,1.015284329
